index,elelment,x,y,z
874,O,0.38,1.557,8.608
875,H,0.446,1.489,8.593
876,H,0.418,1.636,8.572
877,O,4.612,0.261,5.79
878,H,4.668,0.275,5.865
879,H,4.523,0.26,5.826
880,O,8.089,6.09,11.304
881,H,8.001,6.075,11.341
882,H,8.108,6.009,11.256
883,O,3.971,2.714,8.181
884,H,4.026,2.727,8.104
885,H,4,2.782,8.243
886,O,7.797,3.413,8.576
887,H,7.801,3.322,8.607
888,H,7.865,3.418,8.508
889,O,6.808,0.829,10.135
890,H,6.779,0.743,10.163
891,H,6.857,0.864,10.209
892,O,1.062,3.844,7.798
893,H,0.985,3.86,7.743
894,H,1.082,3.751,7.785
895,O,6.905,7.54,5.559
896,H,6.83,7.499,5.514
897,H,6.865,7.607,5.615
898,O,6.882,5.821,5.665
899,H,6.836,5.885,5.611
900,H,6.863,5.848,5.755
901,O,7.072,1.845,10.36
902,H,7.044,1.867,10.271
903,H,7.055,1.751,10.367
904,O,4.729,0.629,8.55
905,H,4.67,0.691,8.507
906,H,4.779,0.682,8.612
907,O,4.338,1.763,5.757
908,H,4.309,1.688,5.705
909,H,4.282,1.762,5.834
910,O,2.068,4.235,8.699
911,H,2.155,4.194,8.691
912,H,2.008,4.161,8.699
913,O,2.133,3.99,5.348
914,H,2.118,4.035,5.265
915,H,2.172,3.906,5.324
916,O,7.471,7.489,6.898
917,H,7.468,7.461,6.989
918,H,7.418,7.569,6.897
919,O,1.075,4.511,7.029
920,H,1.01,4.513,7.1
921,H,1.067,4.596,6.987
922,O,3.142,1.508,5.926
923,H,3.052,1.531,5.903
924,H,3.133,1.457,6.007
925,O,7.593,3.032,7.731
926,H,7.591,3.125,7.708
927,H,7.569,2.987,7.65
928,O,1.787,1.698,7.38
929,H,1.871,1.675,7.42
930,H,1.784,1.646,7.299
931,O,4.005,2.854,7.618
932,H,3.979,2.91,7.692
933,H,4.025,2.769,7.658
934,O,2.65,3.492,7.989
935,H,2.632,3.407,8.03
936,H,2.743,3.491,7.969
937,O,7.209,4.815,9.387
938,H,7.253,4.74,9.429
939,H,7.132,4.83,9.443
940,O,4.758,3.187,10.931
941,H,4.714,3.194,11.015
942,H,4.765,3.278,10.9
943,O,7.901,0.497,6.57
944,H,7.875,0.582,6.606
945,H,7.996,0.496,6.576
946,O,7.543,2.508,7.114
947,H,7.522,2.56,7.191
948,H,7.489,2.546,7.044
949,O,1.155,0.033,9.977
950,H,1.074,0.031,10.028
951,H,1.218,-0.017,10.031
952,O,1.64,5.617,8.128
953,H,1.64,5.59,8.036
954,H,1.664,5.537,8.176
955,O,2.105,5.647,12.051
956,H,2.173,5.619,12.112
957,H,2.044,5.697,12.104
958,O,1.897,3.421,10.386
959,H,1.926,3.509,10.364
960,H,1.935,3.366,10.318
961,O,2.575,6.675,5.26
962,H,2.605,6.617,5.19
963,H,2.619,6.758,5.242
964,O,0.171,7.117,9.446
965,H,0.197,7.038,9.399
966,H,0.213,7.188,9.398
967,O,2.543,7.009,6.541
968,H,2.522,6.965,6.623
969,H,2.568,6.938,6.481
970,O,7.516,4.635,11.134
971,H,7.589,4.575,11.148
972,H,7.501,4.633,11.039
973,O,6.613,2.562,10.692
974,H,6.543,2.505,10.66
975,H,6.572,2.648,10.701
976,O,3.704,4.757,8.295
977,H,3.654,4.678,8.314
978,H,3.667,4.791,8.213
979,O,1.931,3.345,9.656
980,H,1.921,3.25,9.647
981,H,1.943,3.377,9.566
982,O,8.405,7.416,5.882
983,H,8.361,7.333,5.896
984,H,8.394,7.463,5.964
985,O,4.6,7.609,6.418
986,H,4.578,7.533,6.363
987,H,4.528,7.67,6.404
988,O,2.01,2.836,10.704
989,H,1.954,2.889,10.648
990,H,2.084,2.893,10.725
991,O,7.482,4.658,11.571
992,H,7.396,4.633,11.537
993,H,7.508,4.733,11.517
994,O,6.627,3.093,8.32
995,H,6.65,3.128,8.406
996,H,6.628,3.17,8.262
997,O,6.51,0.352,6.944
998,H,6.461,0.356,7.026
999,H,6.445,0.331,6.877
1000,O,1.077,5.859,9.81
1001,H,1.073,5.881,9.903
1002,H,1.073,5.764,9.808
1003,O,5.354,0.775,9.841
1004,H,5.424,0.837,9.824
1005,H,5.379,0.696,9.794
1006,O,4.257,3.615,8.929
1007,H,4.289,3.594,9.016
1008,H,4.239,3.53,8.888
1009,O,0.838,3.576,7.057
1010,H,0.799,3.651,7.013
1011,H,0.82,3.59,7.15
1012,O,6.695,2.518,7.09
1013,H,6.752,2.497,7.016
1014,H,6.749,2.504,7.167
1015,O,2.608,1.484,5.794
1016,H,2.59,1.42,5.726
1017,H,2.535,1.476,5.855
1018,O,4.819,3.285,9.6
1019,H,4.747,3.328,9.554
1020,H,4.887,3.275,9.533
1021,O,4.763,0.219,7.953
1022,H,4.814,0.257,8.025
1023,H,4.763,0.286,7.885
1024,O,2.577,2.544,9.047
1025,H,2.531,2.487,8.985
1026,H,2.524,2.541,9.126
1027,O,5.693,0.152,11.506
1028,H,5.651,0.066,11.503
1029,H,5.629,0.211,11.466
1030,O,2.243,2.907,9.493
1031,H,2.177,2.907,9.562
1032,H,2.327,2.912,9.539
1033,O,5.279,1.709,9.197
1034,H,5.343,1.675,9.259
1035,H,5.201,1.727,9.25
1036,O,3.556,2.109,9.37
1037,H,3.53,2.19,9.328
1038,H,3.473,2.069,9.397
1039,O,0.25,5.771,9.999
1040,H,0.312,5.844,10.003
1041,H,0.276,5.714,10.071
1042,O,2.509,1.597,9.945
1043,H,2.502,1.647,9.864
1044,H,2.419,1.589,9.977
1045,O,4.389,7.489,5.199
1046,H,4.327,7.47,5.27
1047,H,4.397,7.406,5.152
1048,O,1.168,5.563,9.459
1049,H,1.156,5.543,9.366
1050,H,1.202,5.482,9.497
1051,O,0.441,6.719,7.241
1052,H,0.442,6.719,7.337
1053,H,0.42,6.809,7.217
1054,O,6.621,7.833,10.088
1055,H,6.702,7.813,10.041
1056,H,6.649,7.884,10.163
1057,O,8.415,4.861,6.499
1058,H,8.373,4.787,6.455
1059,H,8.459,4.823,6.575
1060,O,3.226,1.839,8.338
1061,H,3.296,1.896,8.306
1062,H,3.151,1.859,8.282
1063,O,8.067,7.752,9.548
1064,H,7.984,7.704,9.556
1065,H,8.113,7.708,9.476
1066,O,4.809,0.364,10.348
1067,H,4.73,0.335,10.393
1068,H,4.866,0.287,10.346
1069,O,7.951,1.404,9.428
1070,H,8.027,1.429,9.481
1071,H,7.974,1.431,9.339
1072,O,1.024,7.034,10.581
1073,H,1.081,7.071,10.648
1074,H,0.999,7.109,10.526
1075,O,7.087,6.563,7.362
1076,H,7.118,6.606,7.442
1077,H,7.014,6.508,7.392
1078,O,5.643,7.841,11.489
1079,H,5.707,7.787,11.535
1080,H,5.558,7.811,11.522
1081,O,4.035,4.713,5.495
1082,H,4.03,4.795,5.545
1083,H,3.957,4.714,5.44
1084,O,0.432,1.728,5.832
1085,H,0.422,1.776,5.75
1086,H,0.348,1.683,5.844
1087,O,7.351,0.658,4.718
1088,H,7.333,0.748,4.692
1089,H,7.446,0.649,4.712
1090,O,4.61,1.588,5.924
1091,H,4.544,1.653,5.902
1092,H,4.647,1.618,6.007
1093,O,3.743,1.928,9.714
1094,H,3.766,2,9.655
1095,H,3.694,1.867,9.66
1096,O,6.096,1.543,10.651
1097,H,6.006,1.552,10.622
1098,H,6.092,1.558,10.746
1099,O,7.498,6.569,7.713
1100,H,7.558,6.495,7.722
1101,H,7.554,6.646,7.712
1102,O,3.477,0.126,11.812
1103,H,3.412,0.19,11.84
1104,H,3.48,0.061,11.882
1105,O,0.16,7.272,11.201
1106,H,0.238,7.302,11.247
1107,H,0.09,7.329,11.232
1108,O,6.476,6.7,11.808
1109,H,6.527,6.62,11.8
1110,H,6.463,6.73,11.718
1111,O,1.618,7.11,8.787
1112,H,1.626,7.187,8.731
1113,H,1.659,7.136,8.869
1114,O,2.754,3.285,7.05
1115,H,2.66,3.282,7.032
1116,H,2.761,3.273,7.144
1117,O,3.18,0.768,6.387
1118,H,3.156,0.677,6.405
1119,H,3.149,0.816,6.464
1120,O,0.11,3.893,9.681
1121,H,0.063,3.824,9.632
1122,H,0.154,3.944,9.613
1123,O,7.613,4.038,6.708
1124,H,7.627,4.123,6.668
1125,H,7.678,3.981,6.669
1126,O,6.023,0.417,9.631
1127,H,5.954,0.477,9.66
1128,H,6.105,0.46,9.653
1129,O,3.531,7.712,11.335
1130,H,3.606,7.766,11.362
1131,H,3.546,7.695,11.242
1132,O,6.086,1.253,6.421
1133,H,6.165,1.208,6.451
1134,H,6.032,1.184,6.382
1135,O,3.242,5.534,11.601
1136,H,3.258,5.608,11.658
1137,H,3.271,5.563,11.514
1138,O,4.982,0.19,11.384
1139,H,4.92,0.118,11.38
1140,H,5.025,0.19,11.299
1141,O,2.605,7.259,6.393
1142,H,2.695,7.231,6.409
1143,H,2.553,7.209,6.455
1144,O,3.425,0.833,8.026
1145,H,3.33,0.823,8.033
1146,H,3.436,0.903,7.961
1147,O,2.515,5.386,10.731
1148,H,2.508,5.441,10.653
1149,H,2.433,5.337,10.733
1150,O,1.996,2.428,6.618
1151,H,1.942,2.485,6.673
1152,H,2.014,2.481,6.54
1153,O,0.772,1.164,10.151
1154,H,0.719,1.191,10.076
1155,H,0.718,1.184,10.227
1156,O,3.36,3.418,9.24
1157,H,3.421,3.453,9.305
1158,H,3.377,3.323,9.24
1159,O,7.786,6.884,5.259
1160,H,7.721,6.895,5.19
1161,H,7.761,6.804,5.304
1162,O,4.961,4.118,7.221
1163,H,4.887,4.078,7.175
1164,H,4.923,4.196,7.262
1165,O,2.043,2.966,10.169
1166,H,2.025,3.01,10.086
1167,H,2.04,3.037,10.234
1168,O,7.009,7.648,8.319
1169,H,7.092,7.606,8.34
1170,H,6.975,7.679,8.403
1171,O,6.052,2.15,5.842
1172,H,6.026,2.195,5.923
1173,H,6.03,2.211,5.772
1174,O,7.118,2.517,7.249
1175,H,7.177,2.442,7.255
1176,H,7.116,2.54,7.156
1177,O,7.893,7.581,6.577
1178,H,7.918,7.54,6.495
1179,H,7.976,7.6,6.621
1180,O,1.663,1.406,8.767
1181,H,1.654,1.422,8.861
1182,H,1.602,1.467,8.726
1183,O,3.386,2.041,11.471
1184,H,3.358,1.975,11.534
1185,H,3.357,2.124,11.508
1186,O,2.277,1.556,7.837
1187,H,2.201,1.502,7.854
1188,H,2.339,1.533,7.906
1189,O,0.604,2.556,7.068
1190,H,0.546,2.61,7.122
1191,H,0.679,2.537,7.125
1192,O,7.306,1.439,7.425
1193,H,7.254,1.393,7.36
1194,H,7.381,1.382,7.441
1195,O,1.165,3.334,8.712
1196,H,1.241,3.311,8.765
1197,H,1.09,3.321,8.77
1198,O,2.25,3.128,11.675
1199,H,2.16,3.152,11.652
1200,H,2.242,3.042,11.716
1201,O,7.371,0.925,7.096
1202,H,7.429,0.853,7.069
1203,H,7.305,0.929,7.027
1204,O,6.359,0.651,6.169
1205,H,6.388,0.669,6.08
1206,H,6.436,0.618,6.214
1207,O,2.128,0.691,7.972
1208,H,2.049,0.642,7.95
1209,H,2.129,0.692,8.068
1210,O,7.884,5.956,9.572
1211,H,7.873,5.887,9.637
1212,H,7.975,5.984,9.582
1213,O,5.633,4.388,5.666
1214,H,5.722,4.356,5.685
1215,H,5.645,4.481,5.649
1216,O,2.092,7.758,6.603
1217,H,2.067,7.842,6.641
1218,H,2.174,7.776,6.557
1219,O,1.626,0.029,6.143
1220,H,1.593,-0.042,6.198
1221,H,1.555,0.093,6.14
1222,O,2.452,3.724,9.176
1223,H,2.39,3.731,9.103
1224,H,2.531,3.77,9.144
1225,O,3.968,5.748,4.755
1226,H,4,5.701,4.677
1227,H,3.979,5.686,4.827
1228,O,0.969,3.706,9.09
1229,H,1.026,3.784,9.093
1230,H,1.014,3.647,9.029
1231,O,2.787,0.386,9.535
1232,H,2.821,0.304,9.571
1233,H,2.773,0.367,9.442
1234,O,2.027,0.951,7.963
1235,H,2.025,0.998,7.879
1236,H,2.08,0.874,7.946
1237,O,0.242,1.229,6.884
1238,H,0.33,1.19,6.891
1239,H,0.184,1.163,6.921
1240,O,2.681,0.05,10.532
1241,H,2.739,0.052,10.456
1242,H,2.601,0.009,10.5
1243,O,1.815,4.775,7.384
1244,H,1.805,4.757,7.29
1245,H,1.76,4.852,7.4
1246,O,7.546,4.06,9.585
1247,H,7.594,4.004,9.525
1248,H,7.517,4.134,9.532
1249,O,0.444,0.712,5.872
1250,H,0.521,0.746,5.825
1251,H,0.393,0.667,5.804
1252,O,4.968,6.527,8.637
1253,H,5.01,6.61,8.616
1254,H,4.878,6.549,8.66
1255,O,2.162,0.38,10.601
1256,H,2.115,0.457,10.634
1257,H,2.247,0.383,10.645
1258,O,6.897,0.563,10.871
1259,H,6.978,0.523,10.9
1260,H,6.919,0.655,10.856
1261,O,5.383,0.735,6.174
1262,H,5.385,0.815,6.123
1263,H,5.341,0.759,6.256
1264,O,6.978,1.471,8.213
1265,H,7,1.539,8.149
1266,H,7.055,1.467,8.271
1267,O,7.741,2.286,9.337
1268,H,7.786,2.315,9.258
1269,H,7.781,2.201,9.358
1270,O,7.949,2.818,6.084
1271,H,7.858,2.827,6.112
1272,H,7.983,2.908,6.081
1273,O,5.281,6.615,7.645
1274,H,5.186,6.611,7.648
1275,H,5.311,6.546,7.704
1276,O,5.803,3.813,8.653
1277,H,5.816,3.764,8.734
1278,H,5.761,3.751,8.594
1279,O,5.356,3.542,9.916
1280,H,5.399,3.478,9.973
1281,H,5.427,3.591,9.876
1282,O,6.18,4.077,6.453
1283,H,6.272,4.082,6.477
1284,H,6.133,4.117,6.527
1285,O,1.125,7.594,11.155
1286,H,1.194,7.625,11.213
1287,H,1.17,7.545,11.087
1288,O,5.059,4.118,8.505
1289,H,5.016,4.195,8.542
1290,H,5.152,4.143,8.501
1291,O,0.55,7.676,5.508
1292,H,0.563,7.601,5.45
1293,H,0.571,7.643,5.596
1294,O,0.23,7.275,9.756
1295,H,0.2,7.271,9.665
1296,H,0.316,7.316,9.751
1297,O,1.351,3.989,5.757
1298,H,1.302,3.96,5.679
1299,H,1.44,3.957,5.742
1300,O,5.373,6.423,9.757
1301,H,5.291,6.424,9.806
1302,H,5.396,6.515,9.747
1303,O,6.459,2.37,7.369
1304,H,6.52,2.443,7.362
1305,H,6.514,2.293,7.38
1306,O,1.942,6.56,11.23
1307,H,2.007,6.626,11.252
1308,H,1.858,6.606,11.233
1309,O,1.783,3.896,5.33
1310,H,1.742,3.827,5.278
1311,H,1.72,3.968,5.329
1312,O,4.451,0.985,10.359
1313,H,4.404,0.905,10.335
1314,H,4.541,0.969,10.331
1315,O,5.212,5.834,7.971
1316,H,5.157,5.872,7.903
1317,H,5.226,5.905,8.034
1318,O,2.708,1.515,6.961
1319,H,2.791,1.537,7.002
1320,H,2.711,1.559,6.876
1321,O,2.872,6.404,9.792
1322,H,2.924,6.419,9.872
1323,H,2.893,6.479,9.736
1324,O,4.765,5.311,5.997
1325,H,4.711,5.355,6.063
1326,H,4.83,5.376,5.972
1327,O,8.25,6.927,7.677
1328,H,8.244,6.901,7.768
1329,H,8.174,6.984,7.662
1330,O,2.796,1.484,9.008
1331,H,2.774,1.417,8.943
1332,H,2.713,1.502,9.053
1333,O,5.492,6.7,10.09
1334,H,5.559,6.632,10.091
1335,H,5.409,6.653,10.09
1336,O,0.512,0.061,9.454
1337,H,0.599,0.02,9.454
1338,H,0.48,0.05,9.365
1339,O,7.493,3.859,11.005
1340,H,7.406,3.887,10.977
1341,H,7.536,3.831,10.924
1342,O,5.318,5.269,8.747
1343,H,5.291,5.36,8.736
1344,H,5.256,5.234,8.811
1345,O,2.527,4.206,7.774
1346,H,2.596,4.272,7.779
1347,H,2.446,4.256,7.777
1348,O,0.876,5.814,10.712
1349,H,0.931,5.736,10.714
1350,H,0.794,5.786,10.753
1351,O,2.027,4.535,10.13
1352,H,1.98,4.543,10.046
1353,H,2.083,4.458,10.118
1354,O,1.514,1.485,9.024
1355,H,1.496,1.513,9.113
1356,H,1.454,1.411,9.01
1357,O,2.505,2.043,7.045
1358,H,2.575,2.031,7.11
1359,H,2.431,2.077,7.096
1360,O,5.442,1.985,10.596
1361,H,5.428,2.046,10.668
1362,H,5.48,2.04,10.526
1363,O,4.314,2.398,5.217
1364,H,4.324,2.454,5.14
1365,H,4.249,2.332,5.192
1366,O,5.293,5.175,10.57
1367,H,5.329,5.206,10.653
1368,H,5.361,5.117,10.535
1369,O,2.629,7.924,8.666
1370,H,2.575,7.853,8.632
1371,H,2.599,8.002,8.618
1372,O,3.729,7.407,7.418
1373,H,3.762,7.317,7.43
1374,H,3.733,7.421,7.323
1375,O,6.685,7.106,8.402
1376,H,6.678,7.011,8.389
1377,H,6.763,7.117,8.456
1378,O,8.479,5.237,7.374
1379,H,8.546,5.198,7.43
1380,H,8.396,5.215,7.416
1381,O,6.014,0.068,6.416
1382,H,6.077,0.013,6.369
1383,H,5.938,0.012,6.429
1384,O,1.23,1.205,10.682
1385,H,1.237,1.123,10.731
1386,H,1.243,1.18,10.591
1387,O,8.18,7.837,7.335
1388,H,8.257,7.889,7.358
1389,H,8.179,7.836,7.239
1390,O,7.44,6.483,8.436
1391,H,7.401,6.432,8.365
1392,H,7.412,6.573,8.419
1393,O,5.475,3.105,5.794
1394,H,5.531,3.029,5.779
1395,H,5.515,3.175,5.741
1396,O,2.932,7.252,7.249
1397,H,2.866,7.242,7.317
1398,H,2.992,7.179,7.262
1399,O,1.399,3.455,7.509
1400,H,1.45,3.48,7.432
1401,H,1.448,3.381,7.548
1402,O,7.371,7.975,9.044
1403,H,7.306,7.905,9.045
1404,H,7.423,7.958,8.966
1405,O,7.695,3.658,7.233
1406,H,7.61,3.701,7.222
1407,H,7.742,3.675,7.151
1408,O,8.191,7.733,6.365
1409,H,8.132,7.673,6.319
1410,H,8.253,7.677,6.41
1411,O,4.253,1.569,7.175
1412,H,4.242,1.661,7.198
1413,H,4.266,1.568,7.08
1414,O,5.528,4.004,6.073
1415,H,5.525,3.948,6.151
1416,H,5.62,4.03,6.066
1417,O,2.538,0.975,11.51
1418,H,2.519,1.003,11.599
1419,H,2.625,0.936,11.515
1420,O,3.525,4.99,6.86
1421,H,3.615,4.995,6.829
1422,H,3.521,5.052,6.933
1423,O,0.879,3.051,11.251
1424,H,0.817,2.979,11.24
1425,H,0.826,3.124,11.282
1426,O,4.509,1.577,10.567
1427,H,4.548,1.557,10.652
1428,H,4.581,1.569,10.505
1429,O,5.8,0.9,6.519
1430,H,5.727,0.86,6.474
1431,H,5.862,0.924,6.45
1432,O,5.84,7.005,5.49
1433,H,5.751,6.983,5.465
1434,H,5.843,7.1,5.486
1435,O,4.572,5.91,11.682
1436,H,4.575,5.835,11.741
1437,H,4.513,5.972,11.726
1438,O,7.476,3.134,10.722
1439,H,7.431,3.104,10.801
1440,H,7.492,3.227,10.736
1441,O,1.175,2.248,9.718
1442,H,1.192,2.305,9.793
1443,H,1.26,2.237,9.676
1444,O,1.527,7.678,9.883
1445,H,1.62,7.687,9.862
1446,H,1.482,7.73,9.816
1447,O,8.004,1.903,6.598
1448,H,8.068,1.902,6.527
1449,H,7.928,1.858,6.563
1450,O,5.665,7.759,7.234
1451,H,5.638,7.703,7.161
1452,H,5.584,7.775,7.282
1453,O,0.67,6.183,7.685
1454,H,0.597,6.208,7.741
1455,H,0.641,6.104,7.641
1456,O,7.528,0.163,9.925
1457,H,7.588,0.132,9.993
1458,H,7.573,0.14,9.843
1459,O,2.582,2.601,10.065
1460,H,2.6,2.507,10.072
1461,H,2.668,2.642,10.071
1462,O,1.218,4.355,6.262
1463,H,1.261,4.272,6.285
1464,H,1.233,4.365,6.168
1465,O,6.734,4.264,5.549
1466,H,6.811,4.217,5.58
1467,H,6.66,4.22,5.591
1468,O,0.078,4.555,8.561
1469,H,0.07,4.476,8.615
1470,H,0.169,4.553,8.53
1471,O,3.016,4.739,5.05
1472,H,3.097,4.782,5.02
1473,H,2.954,4.81,5.063
1474,O,7.166,6.882,9.339
1475,H,7.237,6.937,9.372
1476,H,7.205,6.795,9.33
1477,O,3.475,0.86,7.225
1478,H,3.379,0.86,7.218
1479,H,3.503,0.784,7.176
1480,O,8.102,6.844,5.738
1481,H,8.078,6.898,5.662
1482,H,8.178,6.887,5.776
1483,O,2.141,3.507,7.336
1484,H,2.229,3.47,7.331
1485,H,2.125,3.517,7.43
1486,O,0.778,5.536,9.223
1487,H,0.864,5.514,9.187
1488,H,0.798,5.596,9.295
1489,O,7.681,0.982,5.623
1490,H,7.653,1.035,5.697
1491,H,7.692,1.045,5.551
1492,O,4.708,6.174,6.727
1493,H,4.666,6.093,6.756
1494,H,4.645,6.213,6.666
1495,O,6.013,4.661,7.986
1496,H,6.071,4.663,8.062
1497,H,5.964,4.743,7.99
1498,O,0.31,3.304,5.976
1499,H,0.283,3.394,5.953
1500,H,0.263,3.286,6.057
1501,O,4.781,1.914,6.208
1502,H,4.858,1.959,6.242
1503,H,4.722,1.984,6.179
1504,O,1.882,2.231,8.772
1505,H,1.909,2.143,8.745
1506,H,1.788,2.223,8.788
1507,O,2.08,1.446,9.389
1508,H,2.156,1.493,9.354
1509,H,2.105,1.354,9.386
1510,O,5.445,3.304,10.787
1511,H,5.521,3.361,10.776
1512,H,5.482,3.218,10.806
1513,O,0.82,0.528,6.25
1514,H,0.764,0.546,6.174
1515,H,0.908,0.549,6.219
1516,O,3.37,2.345,6.257
1517,H,3.464,2.329,6.262
1518,H,3.334,2.266,6.216
1519,O,2.891,6.828,10.905
1520,H,2.894,6.872,10.82
1521,H,2.95,6.753,10.895
1522,O,0.413,2.733,11.227
1523,H,0.365,2.655,11.254
1524,H,0.347,2.802,11.223
1525,O,0.46,3.343,6.281
1526,H,0.387,3.401,6.259
1527,H,0.538,3.396,6.266
1528,O,7.759,3.322,11.014
1529,H,7.786,3.385,10.948
1530,H,7.768,3.369,11.097
1531,O,7.988,1.787,10.198
1532,H,7.999,1.863,10.256
1533,H,7.922,1.816,10.135
1534,O,4.827,7.508,5.932
1535,H,4.748,7.466,5.899
1536,H,4.867,7.548,5.855
1537,O,8.48,2.313,7.693
1538,H,8.562,2.283,7.655
1539,H,8.503,2.343,7.78
1540,O,6.632,7.763,7.2
1541,H,6.632,7.812,7.118
1542,H,6.551,7.711,7.197
1543,O,6.082,4.628,10.832
1544,H,6.101,4.604,10.922
1545,H,6.104,4.721,10.826
1546,O,1.811,3.413,7.733
1547,H,1.799,3.372,7.647
1548,H,1.845,3.343,7.788
1549,O,4.846,5.36,10.814
1550,H,4.755,5.379,10.838
1551,H,4.86,5.269,10.843
1552,O,0.865,3.768,11.168
1553,H,0.885,3.724,11.25
1554,H,0.939,3.747,11.111
1555,O,5.299,4.513,11.233
1556,H,5.31,4.426,11.272
1557,H,5.385,4.554,11.241
1558,O,3.706,7.766,6.598
1559,H,3.713,7.859,6.578
1560,H,3.787,7.745,6.644
1561,O,6.411,5.373,8.452
1562,H,6.341,5.439,8.453
1563,H,6.478,5.409,8.395
1564,O,2.027,3.818,8.78
1565,H,2.022,3.747,8.844
1566,H,1.947,3.809,8.728
1567,O,6.93,1.562,7.38
1568,H,6.87,1.549,7.454
1569,H,6.947,1.473,7.348
1570,O,2.473,3.892,9.696
1571,H,2.462,3.861,9.606
1572,H,2.556,3.94,9.695
1573,O,5.998,3.599,5.954
1574,H,6.088,3.63,5.943
1575,H,5.944,3.673,5.927
1576,O,3.848,4.985,8.846
1577,H,3.829,5.072,8.809
1578,H,3.774,4.931,8.818
1579,O,7.463,7.362,5.799
1580,H,7.468,7.436,5.738
1581,H,7.502,7.395,5.88
1582,O,4.637,7.128,10.179
1583,H,4.678,7.052,10.136
1584,H,4.593,7.174,10.107
1585,O,4.022,5.943,7.827
1586,H,4.051,6.014,7.885
1587,H,4.071,5.956,7.746
1588,O,8.193,3.551,6.968
1589,H,8.121,3.497,7
1590,H,8.27,3.495,6.975
1591,O,5.684,0.26,5.446
1592,H,5.694,0.249,5.54
1593,H,5.593,0.235,5.428
1594,O,5.848,1.903,7.106
1595,H,5.932,1.949,7.1
1596,H,5.826,1.907,7.199
1597,O,8.059,0.366,10.594
1598,H,8.124,0.366,10.524
1599,H,7.994,0.431,10.567
1600,O,2.427,7.213,10.661
1601,H,2.461,7.278,10.723
1602,H,2.462,7.129,10.692
1603,O,5.86,0.945,5.599
1604,H,5.922,0.966,5.529
1605,H,5.779,0.921,5.554
1606,O,5.086,5.01,8.495
1607,H,5.067,4.958,8.573
1608,H,5.022,4.982,8.431
1609,O,6.953,0.637,11.448
1610,H,6.947,0.694,11.524
1611,H,7.032,0.666,11.402
1612,O,0.827,1.34,8.114
1613,H,0.754,1.313,8.059
1614,H,0.901,1.287,8.084
1615,O,4.688,0.041,5.644
1616,H,4.668,0.134,5.658
1617,H,4.641,-0.005,5.714
1618,O,8.146,7.058,10.291
1619,H,8.236,7.061,10.323
1620,H,8.151,7.01,10.209
1621,O,6.874,2.437,6.888
1622,H,6.942,2.496,6.92
1623,H,6.908,2.403,6.805
1624,O,2.917,1.673,8.458
1625,H,3.006,1.639,8.463
1626,H,2.866,1.614,8.513
1627,O,1.042,7.244,7.808
1628,H,0.958,7.223,7.849
1629,H,1.108,7.209,7.869
1630,O,1.582,2.245,8.051
1631,H,1.553,2.195,8.127
1632,H,1.625,2.322,8.088
1633,O,2.451,4.352,5.848
1634,H,2.403,4.377,5.769
1635,H,2.469,4.259,5.835
1636,O,5.811,1.382,5.064
1637,H,5.721,1.353,5.069
1638,H,5.835,1.403,5.154
1639,O,5.402,1.807,9.634
1640,H,5.328,1.747,9.63
1641,H,5.369,1.889,9.596
1642,O,8.238,1.602,6.687
1643,H,8.236,1.614,6.592
1644,H,8.321,1.64,6.714
1645,O,6.411,4.68,8.009
1646,H,6.403,4.625,7.931
1647,H,6.505,4.686,8.025
1648,O,8.29,4.931,7.294
1649,H,8.25,4.942,7.208
1650,H,8.216,4.914,7.352
1651,O,8.234,7.218,9.908
1652,H,8.303,7.177,9.855
1653,H,8.276,7.234,9.992
1654,O,1.034,7.285,6.501
1655,H,1.117,7.328,6.477
1656,H,0.967,7.352,6.486
1657,O,3.512,2.336,10.456
1658,H,3.53,2.315,10.364
1659,H,3.522,2.252,10.502
1660,O,6.698,6.166,8.034
1661,H,6.675,6.216,7.956
1662,H,6.727,6.232,8.097
1663,O,6.993,6.504,10.966
1664,H,6.906,6.541,10.953
1665,H,7.025,6.487,10.877
1666,O,3.309,6.796,7.495
1667,H,3.387,6.844,7.468
1668,H,3.256,6.861,7.542
1669,O,1.629,1.52,9.765
1670,H,1.698,1.478,9.713
1671,H,1.55,1.512,9.712
1672,O,1.961,6.165,5.106
1673,H,1.95,6.087,5.16
1674,H,2.054,6.187,5.114
1675,O,5.183,2.707,5.795
1676,H,5.267,2.668,5.767
1677,H,5.186,2.797,5.762
1678,O,2.929,6.397,10.311
1679,H,3.014,6.405,10.267
1680,H,2.891,6.485,10.306
1681,O,4.391,2.507,4.99
1682,H,4.452,2.58,5.004
1683,H,4.371,2.51,4.897
1684,O,2.63,0.827,7.751
1685,H,2.646,0.791,7.664
1686,H,2.562,0.771,7.788
1687,O,3.559,5.004,8.878
1688,H,3.594,4.928,8.925
1689,H,3.517,5.057,8.946
1690,O,6.482,6.392,7.513
1691,H,6.469,6.298,7.524
1692,H,6.503,6.423,7.601
1693,O,1.703,5.054,11.494
1694,H,1.617,5.055,11.535
1695,H,1.686,5.034,11.402
1696,O,2.493,7.637,11.125
1697,H,2.44,7.673,11.196
1698,H,2.464,7.546,11.117
1699,O,4.976,5.973,10.565
1700,H,5.047,5.916,10.597
1701,H,4.939,6.012,10.644
1702,O,5.429,5.583,11.207
1703,H,5.373,5.654,11.176
